animal_id,outcome_type
A691086,Transfer
A431223,Return to Owner
A734381,Transfer
A730420,Return to Owner
A748665,Euthanasia
A658800,Transfer
A476054,Return to Owner
A745442,Disposal
A672987,Transfer
A678481,Transfer
A666867,Adoption
A742304,Adoption
A669513,Return to Owner
A761870,Transfer
A763290,Transfer
A674465,Transfer
A719393,Adoption
A719498,Transfer
A674785,Adoption
A677557,Transfer
A689080,Adoption
A685487,Adoption
A696638,Adoption
A551642,Return to Owner
A723784,Disposal
A706335,Adoption
A727981,Euthanasia
A744383,Euthanasia
A730130,Transfer
A639613,Return to Owner
A678180,Transfer
A689217,Adoption
A718056,Transfer
A723097,Adoption
A664585,Transfer
A740859,Adoption
A738812,Adoption
A704863,Euthanasia
A726379,Return to Owner
A665659,Adoption
A732529,Transfer
A720735,Adoption
A709967,Adoption
A758973,Transfer
A691723,Transfer
A742635,Return to Owner
A751644,Transfer
A706229,Euthanasia
A731625,Adoption
A716204,Adoption
A752216,Transfer
A690844,Return to Owner
A587990,Return to Owner
A700918,Return to Owner
A690416,Adoption
A755281,Adoption
A744934,Return to Owner
A670381,Return to Owner
A747815,Return to Owner
A692102,Return to Owner
A757725,Adoption
A700565,Adoption
A750945,Adoption
A758913,Adoption
A718106,Adoption
A697725,Adoption
A696840,Transfer
A688513,Adoption
A732727,Transfer
A751759,Adoption
A762994,Return to Owner
A669720,Transfer
A650967,Return to Owner
A670081,Transfer
A758606,Transfer
A764277,Disposal
A705582,Transfer
A700621,Adoption
A693381,Adoption
A682935,Transfer
A633162,Transfer
A661699,Transfer
A686753,Adoption
A692765,Euthanasia
A752158,Transfer
A664816,Adoption
A687352,Return to Owner
A718847,Return to Owner
A733298,Transfer
A758114,Adoption
A760780,Adoption
A721908,Return to Owner
A708029,Return to Owner
A666879,Died
A735245,Adoption
A665145,Adoption
A705172,Transfer
A725091,Transfer
A698280,Adoption
A721166,Transfer
A758944,Adoption
A646776,Return to Owner
A682633,Adoption
A682003,Adoption
A726092,Transfer
A756987,Transfer
A673366,Adoption
A692524,Adoption
A703674,Adoption
A714500,Return to Owner
A751198,Euthanasia
A666489,Euthanasia
A727639,Return to Owner
A716524,Transfer
A704992,Transfer
A708516,Transfer
A760683,Adoption
A742833,Adoption
A758917,Return to Owner
A664682,Euthanasia
A738852,Transfer
A669718,Adoption
A758996,Adoption
A699738,Return to Owner
A752309,Return to Owner
A733162,Adoption
A731878,Adoption
A702310,Adoption
A728944,Adoption
A686757,Adoption
A724695,Adoption
A662751,Return to Owner
A688519,Adoption
A760639,Transfer
A725516,Transfer
A703169,Adoption
A724447,Transfer
A755201,Adoption
A694900,Return to Owner
A663667,Euthanasia
A762369,Adoption
A715619,Return to Owner
A691196,Transfer
A735485,Adoption
A688754,Return to Owner
A710845,Transfer
A685783,Adoption
A667755,Euthanasia
A743811,Adoption
A743235,Adoption
A707202,Transfer
A656210,Return to Owner
A725231,Return to Owner
A719588,Transfer
A741110,Adoption
A758951,Return to Owner
A720363,Euthanasia
A740551,Adoption
A728805,Adoption
A548770,Euthanasia
A706910,Adoption
A691952,Transfer
A717466,Transfer
A695677,Adoption
A765368,Adoption
A757088,Adoption
A731443,Adoption
A674469,Return to Owner
A719876,Transfer
A725462,Return to Owner
A759731,Euthanasia
A680136,Transfer
A664172,Return to Owner
A672188,Adoption
A691111,Adoption
A741066,Adoption
A752784,Transfer
A757516,Return to Owner
A709799,Transfer
A716652,Return to Owner
A749224,Adoption
A695818,Adoption
A672754,Transfer
A727640,Adoption
A719665,Adoption
A667508,Return to Owner
A731843,Adoption
A665831,Return to Owner
A590362,Transfer
A663346,Euthanasia
A674833,Transfer
A677650,Transfer
A691984,Adoption
A748384,Adoption
A759983,Return to Owner
A733669,Adoption
A732796,Adoption
A747562,Transfer
A746709,Adoption
A673115,Transfer
A633545,Return to Owner
A763351,Return to Owner
A726626,Adoption
A730046,Adoption
A735161,Return to Owner
A701241,Adoption
A710502,Transfer
A765782,Return to Owner
A670964,Transfer
A705368,Adoption
A741058,Transfer
A730870,Return to Owner
A670643,Return to Owner
A722695,Euthanasia
A723956,Adoption
A750065,Adoption
A739391,Return to Owner
A763749,Transfer
A700722,Adoption
A731259,Adoption
A660026,Transfer
A693912,Return to Owner
A672420,Adoption
A719061,Adoption
A688445,Adoption
A681519,Adoption
A670660,Adoption
A678282,Transfer
A751462,Adoption
A751976,Return to Owner
A689076,Transfer
A629737,Adoption
A669053,Transfer
A689067,Transfer
A702127,Adoption
A699994,Euthanasia
A764682,Adoption
A664611,Return to Owner
A719418,Transfer
A738051,Return to Owner
A713237,Euthanasia
A718159,Return to Owner
A710657,Transfer
A703120,Return to Owner
A685875,Adoption
A737043,Adoption
A664516,Transfer
A683546,Transfer
A716763,Adoption
A673337,Adoption
A721245,Return to Owner
A679095,Adoption
A749890,Adoption
A719314,Adoption
A692194,Adoption
A753294,Adoption
A736957,Adoption
A678979,Return to Owner
A717008,Transfer
A685418,Return to Owner
A711476,Adoption
A753497,Transfer
A708703,Adoption
A699859,Adoption
A747341,Adoption
A666409,Transfer
A684460,Adoption
A731940,Adoption
A687354,Adoption
A675378,Euthanasia
A665753,Transfer
A665155,Return to Owner
A765227,Transfer
A710709,Adoption
A719072,Adoption
A724596,Transfer
A682010,Return to Owner
A751660,Transfer
A730233,Adoption
A718120,Adoption
A740441,Transfer
A695894,Adoption
A665020,Transfer
A658781,Adoption
A718346,Transfer
A756344,Euthanasia
A684180,Adoption
A727251,Died
A750547,Adoption
A673739,Return to Owner
A745149,Adoption
A679024,Adoption
A745164,Transfer
A684103,Transfer
A750895,Died
A700842,Return to Owner
A748636,Transfer
A740203,Adoption
A678521,Adoption
A754786,Return to Owner
A686394,Transfer
A677459,Adoption
A759128,Transfer
A704021,Adoption
A756627,Euthanasia
A680435,Adoption
A744824,Return to Owner
A717168,Adoption
A754424,Adoption
A706661,Return to Owner
A712313,Adoption
A671382,Adoption
A717876,Adoption
A742055,Transfer
A713796,Adoption
A705595,Transfer
A744066,Transfer
A708418,Return to Owner
A725130,Return to Owner
A746612,Euthanasia
A700228,Euthanasia
A703381,Euthanasia
A746020,Euthanasia
A691141,Adoption
A724469,Adoption
A762709,Adoption
A698920,Return to Owner
A670921,Return to Owner
A559953,Adoption
A731555,Transfer
A702972,Adoption
A705131,Adoption
A739418,Adoption
A733895,Return to Owner
A689068,Adoption
A744956,Return to Owner
A686416,Adoption
A676867,Adoption
A695360,Adoption
A735692,Return to Owner
A745037,Died
A681150,Transfer
A694071,Adoption
A673000,Euthanasia
A710316,Transfer
A679577,Adoption
A707110,Euthanasia
A692467,Adoption
A692191,Euthanasia
A662288,Return to Owner
A651127,Return to Owner
A723627,Adoption
A707070,Return to Owner
A704001,Adoption
A717013,Adoption
A701519,Transfer
A668223,Return to Owner
A745141,Transfer
A743834,Euthanasia
A702940,Transfer
A718415,Adoption
A693865,Adoption
A734587,Adoption
A763556,Transfer
A680845,Euthanasia
A723714,Transfer
A712400,Adoption
A666479,Adoption
A671105,Transfer
A680861,Transfer
A675072,Euthanasia
A666235,Transfer
A719494,Return to Owner
A752914,Adoption
A706457,Adoption
A688141,Transfer
A765009,Adoption
A751329,Adoption
A737475,Adoption
A700010,Transfer
A671950,Return to Owner
A621877,Adoption
A727595,Transfer
A674455,Euthanasia
A665192,Adoption
A695540,Return to Owner
A755328,Adoption
A743567,Adoption
A726278,Transfer
A737600,Adoption
A760052,Adoption
A668077,Adoption
A755710,Euthanasia
A699612,Return to Owner
A671488,Euthanasia
A751250,Return to Owner
A746518,Transfer
A725747,Euthanasia
A377750,Return to Owner
A756734,Return to Owner
A685113,Return to Owner
A666871,Adoption
A747596,Transfer
A725719,Transfer
A726188,Transfer
A610112,Return to Owner
A686306,Transfer
A762834,Adoption
A738715,Adoption
A665871,Adoption
A710407,Transfer
A697252,Adoption
A598751,Adoption
A735247,Adoption
A755794,Transfer
A711101,Transfer
A677264,Return to Owner
A691406,Return to Owner
A718977,Adoption
A663273,Euthanasia
A760226,Adoption
A710401,Adoption
A714622,Return to Owner
A607606,Transfer
A736408,Return to Owner
A758984,Transfer
A764787,Adoption
A721514,Adoption
A707802,Adoption
A748134,Transfer
A728321,Transfer
A764017,Disposal
A645710,Return to Owner
A731592,Adoption
A700233,Transfer
A717585,Transfer
A654471,Transfer
A742882,Adoption
A747294,Transfer
A711067,Adoption
A703118,Transfer
A764931,Transfer
A758596,Euthanasia
A727246,Adoption
A727265,Adoption
A619829,Return to Owner
A718047,Return to Owner
A673530,Return to Owner
A644725,Return to Owner
A685102,Transfer
A738305,Return to Owner
A750354,Euthanasia
A739936,Adoption
A690733,Transfer
A679173,Adoption
A724658,Adoption
A672384,Transfer
A743529,Adoption
A673922,Euthanasia
A702798,Adoption
A742631,Adoption
A614259,Return to Owner
A704531,Adoption
A677870,Transfer
A717850,Adoption
A693480,Transfer
A709432,Transfer
A741186,Adoption
A735033,Adoption
A748233,Adoption
A719932,Transfer
A675331,Transfer
A736462,Adoption
A747207,Transfer
A732815,Transfer
A667817,Transfer
A686984,Adoption
A763708,Transfer
A668894,Return to Owner
A744120,Return to Owner
A729856,Transfer
A675095,Return to Owner
A668952,Adoption
A723787,Return to Owner
A742892,Adoption
A708008,Transfer
A706980,Transfer
A754871,Adoption
A662430,Transfer
A670494,Return to Owner
A726960,Adoption
A659887,Adoption
A727279,Transfer
A741957,Transfer
A730135,Adoption
A376322,Return to Owner
A665496,Adoption
A742682,Transfer
A751205,Adoption
A670653,Adoption
A668748,Transfer
A699280,Died
A722372,Euthanasia
A687105,Adoption
A679331,Adoption
A742933,Adoption
A719788,Adoption
A751039,Adoption
A676659,Adoption
A708902,Transfer
A727131,Transfer
A663900,Adoption
A685105,Transfer
A701257,Transfer
A693528,Adoption
A741308,Transfer
A732991,Return to Owner
A666286,Adoption
A711357,Transfer
A708248,Adoption
A721226,Return to Owner
A761893,Transfer
A701039,Adoption
A672899,Euthanasia
A717612,Transfer
A683649,Euthanasia
A690732,Adoption
A706091,Transfer
A705640,Transfer
A722983,Adoption
A728583,Adoption
A764988,Adoption
A733063,Transfer
A703874,Adoption
A749788,Transfer
A700426,Euthanasia
A662953,Return to Owner
A690595,Return to Owner
A675523,Adoption
A733758,Euthanasia
A642671,Return to Owner
A744407,Adoption
A664742,Return to Owner
A758457,Adoption
A739318,Transfer
A715106,Transfer
A687630,Adoption
A760319,Transfer
A749496,Transfer
A761094,Return to Owner
A676680,Euthanasia
A668494,Adoption
A732336,Transfer
A668152,Return to Owner
A762797,Transfer
A752947,Transfer
A713826,Return to Owner
A754091,Return to Owner
A736927,Return to Owner
A700151,Return to Owner
A675196,Died
A705825,Transfer
A723430,Return to Owner
A686971,Return to Owner
A751820,Adoption
A640537,Adoption
A698145,Adoption
A651682,Adoption
A731000,Adoption
A680549,Transfer
A755272,Transfer
A751552,Transfer
A676329,Adoption
A680352,Transfer
A685446,Adoption
A749571,Adoption
A691704,Transfer
A693855,Transfer
A764102,Return to Owner
A728281,Transfer
A741599,Adoption
A759459,Return to Owner
A561853,Return to Owner
A687812,Transfer
A615472,Return to Owner
A705826,Euthanasia
A737970,Transfer
A670173,Adoption
A725280,Adoption
A743440,Transfer
A683017,Adoption
A683329,Adoption
A731887,Transfer
A711978,Adoption
A759531,Rto-Adopt
A739187,Adoption
A668021,Transfer
A740410,Adoption
A730649,Transfer
A756594,Adoption
A762957,Transfer
A737382,Transfer
A757533,Adoption
A685143,Adoption
A744829,Adoption
A758117,Return to Owner
A688982,Adoption
A748192,Adoption
A742174,Adoption
A738610,Transfer
A748743,Adoption
A707553,Adoption
A697322,Adoption
A680348,Transfer
A708668,Adoption
A700768,Euthanasia
A765461,Return to Owner
A679088,Return to Owner
A726127,Adoption
A756634,Adoption
A669042,Transfer
A670626,Transfer
A754505,Adoption
A715622,Transfer
A726663,Adoption
A709316,Transfer
A625175,Transfer
A704365,Adoption
A734320,Return to Owner
A748786,Return to Owner
A695316,Adoption
A686286,Adoption
A454245,Return to Owner
A698484,Return to Owner
A705972,Adoption
A669379,Euthanasia
A678394,Adoption
A743885,Return to Owner
A666261,Euthanasia
A582183,Return to Owner
A734709,Adoption
A736034,Adoption
A676118,Return to Owner
A716151,Adoption
A710692,Adoption
A731036,Adoption
A743091,Adoption
A717712,Transfer
A695771,Transfer
A724641,Euthanasia
A748630,Adoption
A666605,Transfer
A749916,Adoption
A674794,Euthanasia
A735043,Transfer
A763331,Adoption
A703755,Return to Owner
A716945,Return to Owner
A683564,Transfer
A688231,Transfer
A651286,Adoption
A703713,Transfer
A675128,Adoption
A672021,Transfer
A731431,Adoption
A750964,Adoption
A764431,Return to Owner
A745729,Transfer
A687993,Return to Owner
A711404,Adoption
A703852,Adoption
A700839,Return to Owner
A705920,Adoption
A743520,Adoption
A665094,Adoption
A699345,Adoption
A728534,Adoption
A733406,Euthanasia
A623883,Euthanasia
A459845,Return to Owner
A763064,Adoption
A727679,Euthanasia
A703366,Adoption
A765739,Adoption
A731455,Adoption
A739398,Return to Owner
A677926,Return to Owner
A729763,Transfer
A719923,Adoption
A750172,Adoption
A735073,Transfer
A730714,Transfer
A740686,Adoption
A703530,Return to Owner
A753357,Return to Owner
A765715,Adoption
A687176,Return to Owner
A681177,Transfer
A743615,Euthanasia
A684539,Adoption
A747802,Adoption
A764518,Adoption
A665863,Return to Owner
A689156,Adoption
A694512,Adoption
A674865,Return to Owner
A711279,Transfer
A680025,Transfer
A706672,Transfer
A738015,Return to Owner
A641881,Return to Owner
A720780,Transfer
A737587,Adoption
A703427,Euthanasia
A736670,Return to Owner
A761790,Return to Owner
A759955,Rto-Adopt
A679600,Adoption
A730655,Adoption
A717053,Return to Owner
A684558,Transfer
A734085,Adoption
A742890,Adoption
A697744,Transfer
A703476,Adoption
A682287,Return to Owner
A721167,Adoption
A733471,Adoption
A690141,Transfer
A754961,Adoption
A698008,Adoption
A749327,Euthanasia
A740827,Return to Owner
A750761,Adoption
A736032,Transfer
A702981,Transfer
A677108,Transfer
A740541,Return to Owner
A690926,Return to Owner
A714512,Adoption
A710333,Transfer
A678957,Adoption
A678124,Adoption
A718698,Transfer
A738136,Euthanasia
A691311,Transfer
A718148,Transfer
A705306,Transfer
A683745,Transfer
A735575,Adoption
A712928,Transfer
A757754,Transfer
A694160,Euthanasia
A687589,Adoption
A696954,Euthanasia
A665595,Return to Owner
A702092,Adoption
A728132,Adoption
A697461,Transfer
A750383,Adoption
A669967,Transfer
A720847,Adoption
A716857,Transfer
A707490,Adoption
A717177,Transfer
A666789,Euthanasia
A755685,Euthanasia
A711252,Transfer
A756204,Adoption
A695588,Adoption
A743313,Return to Owner
A733110,Transfer
A670900,Adoption
A741752,Transfer
A757547,Transfer
A666059,Adoption
A712695,Transfer
A665744,Adoption
A754488,Adoption
A724366,Adoption
A689340,Transfer
A740147,Transfer
A761030,Transfer
A742628,Adoption
A741698,Adoption
A757633,Transfer
A700780,Return to Owner
A689061,Transfer
A740327,Adoption
A711718,Euthanasia
A762337,Transfer
A673682,Adoption
A739495,Transfer
A702548,Transfer
A740249,Return to Owner
A711038,Transfer
A703892,Transfer
A759478,Transfer
A760157,Euthanasia
A722204,Euthanasia
A743757,Adoption
A700697,Adoption
A726221,Transfer
A708423,Transfer
A733104,Adoption
A757895,Return to Owner
A710056,Adoption
A651543,Transfer
A757611,Transfer
A707765,Adoption
A740315,Adoption
A752055,Adoption
A705698,Transfer
A698836,Adoption
A695976,Return to Owner
A729178,Transfer
A718082,Adoption
A743483,Transfer
A738429,Return to Owner
A724929,Transfer
A712305,Adoption
A730593,Adoption
A727861,Transfer
A703926,Adoption
A708682,Transfer
A688921,Transfer
A730577,Missing
A761037,Adoption
A694728,Adoption
A708144,Adoption
A731793,Adoption
A711469,Adoption
A722601,Return to Owner
A743599,Adoption
A706743,Adoption
A680132,Adoption
A682046,Adoption
A702864,Adoption
A732098,Adoption
A754262,Transfer
A737481,Adoption
A680029,Euthanasia
A746283,Return to Owner
A732871,Adoption
A690140,Transfer
A729256,Adoption
A745365,Transfer
A650349,Transfer
A684852,Adoption
A757563,Transfer
A677804,Transfer
A668912,Euthanasia
A701458,Transfer
A707061,Transfer
A620635,Return to Owner
A727632,Euthanasia
A731914,Euthanasia
A666288,Adoption
A671997,Transfer
A701190,Adoption
A711032,Adoption
A756531,Return to Owner
A694252,Return to Owner
A759034,Transfer
A748683,Transfer
A756022,Transfer
A743286,Adoption
A290917,Transfer
A701636,Transfer
A714726,Transfer
A664783,Transfer
A759777,Adoption
A691689,Transfer
A706893,Adoption
A704494,Transfer
A756850,Adoption
A707949,Adoption
A727445,Transfer
A631527,Transfer
A702106,Return to Owner
A698757,Return to Owner
A712391,Adoption
A703506,Return to Owner
A682887,Adoption
A720991,Adoption
A666649,Return to Owner
A763349,Transfer
A740049,Return to Owner
A730191,Adoption
A740255,Transfer
A735448,Transfer
A748151,Transfer
A677643,Transfer
A698973,Adoption
A689995,Adoption
A757600,Adoption
A681862,Transfer
A760302,Transfer
A723583,Adoption
A694898,Return to Owner
A720721,Euthanasia
A672183,Adoption
A737542,Transfer
A743420,Transfer
A747709,Adoption
A694195,Adoption
A680106,Transfer
A725646,Adoption
A733264,Return to Owner
A714570,Transfer
A763980,Transfer
A660051,Adoption
A706897,Adoption
A693537,Adoption
A706134,Euthanasia
A752525,Adoption
A726245,Adoption
A760996,Transfer
A667322,Transfer
A672082,Return to Owner
A734178,Return to Owner
A729951,Adoption
A723630,Adoption
A728178,Transfer
A699806,Transfer
A715419,Adoption
A735126,Adoption
A675490,Adoption
A745238,Adoption
A705236,Adoption
A676165,Euthanasia
A760850,Adoption
A732017,Adoption
A697431,Adoption
A720332,Adoption
A734200,Transfer
A702749,Transfer
A724160,Transfer
A690541,Transfer
A651305,Return to Owner
A677624,Adoption
A719179,Adoption
A754423,Transfer
A693500,Transfer
A688178,Adoption
A732317,Adoption
A685003,Transfer
A674533,Adoption
A739932,Adoption
A743690,Euthanasia
A714744,Transfer
A745281,Return to Owner
A748615,Transfer
A676697,Return to Owner
A687932,Transfer
A746943,Adoption
A666343,Adoption
A740811,Transfer
A738827,Adoption
A698276,Adoption
A699296,Adoption
A755173,Adoption
A678019,Transfer
A693180,Transfer
A742585,Adoption
A700870,Transfer
A637206,Return to Owner
A734413,Transfer
A712141,Transfer
A704909,Return to Owner
A739302,Return to Owner
A679200,Adoption
A698116,Transfer
A746688,Adoption
A753777,Adoption
A685138,Adoption
A690061,Adoption
A754507,Adoption
A740491,Return to Owner
A757115,Euthanasia
A730912,Return to Owner
A715676,Return to Owner
A759540,Transfer
A684090,Adoption
A703589,Adoption
A762354,Return to Owner
A707774,Transfer
A688074,Adoption
A733497,Adoption
A739239,Adoption
A759995,Transfer
A701012,Adoption
A756817,Adoption
A754334,Adoption
A764750,Adoption
A712751,Transfer
A747384,Adoption
A688937,Adoption
A726569,Adoption
A678886,Adoption
A751476,Transfer
A738972,Transfer
A659468,Adoption
A749905,Euthanasia
A745175,Euthanasia
A740051,Euthanasia
A665658,Return to Owner
A739884,Return to Owner
A677924,Return to Owner
A677868,Transfer
A668425,Adoption
A714209,Return to Owner
A731215,Transfer
A671185,Transfer
A750662,Transfer
A741463,Return to Owner
A677041,Adoption
A762710,Transfer
A735538,Adoption
A752033,Adoption
A743229,Transfer
A726418,Adoption
A729003,Transfer
A718546,Adoption
A735127,Transfer
A707822,Adoption
A759180,Transfer
A675479,Euthanasia
A738666,Adoption
A735386,Transfer
A732716,Transfer
A669252,Adoption
A732259,Transfer
A696145,Adoption
A734801,Adoption
A726207,Return to Owner
A648685,Return to Owner
A743739,Return to Owner
A664211,Transfer
A691979,Euthanasia
A760804,Adoption
A762378,Adoption
A618425,Transfer
A743190,Transfer
A683589,Transfer
A688081,Adoption
A720587,Transfer
A673875,Euthanasia
A683348,Adoption
A709946,Adoption
A724540,Euthanasia
A715047,Transfer
A690845,Adoption
A701311,Transfer
A731149,Adoption
A730008,Adoption
A665423,Adoption
A678597,Transfer
A667256,Transfer
A722852,Adoption
A752120,Transfer
A701722,Adoption
A707192,Adoption
A739522,Return to Owner
A756284,Adoption
A711945,Return to Owner
A727884,Return to Owner
A743852,Return to Owner
A715156,Transfer
A708956,Transfer
A730110,Euthanasia
A672107,Adoption
A754619,Transfer
A749586,Adoption
A691708,Transfer
A751873,Return to Owner
A734691,Adoption
A674343,Transfer
A702340,Transfer
A704657,Adoption
A658026,Adoption
A684963,Transfer
A684804,Return to Owner
A665587,Adoption
A730080,Transfer
A724499,Adoption
A701781,Adoption
A742911,Return to Owner
A726623,Transfer
A680411,Adoption
A689112,Return to Owner
A676540,Adoption
A597837,Adoption
A719222,Adoption
A760981,Adoption
A723751,Adoption
A726700,Return to Owner
A684696,Adoption
A680971,Adoption
A744171,Euthanasia
A730230,Adoption
A729783,Adoption
A714078,Transfer
A702851,Adoption
A699881,Transfer
A759223,Return to Owner
A726963,Adoption
A709468,Euthanasia
A738230,Adoption
A687952,Transfer
A668083,Transfer
A718615,Transfer
A693254,Adoption
A761454,Return to Owner
A701487,Transfer
A705871,Transfer
A693425,Transfer
A688116,Return to Owner
A737335,Disposal
A740182,Adoption
A725732,Transfer
A724801,Return to Owner
A688767,Died
A756307,Transfer
A734852,Euthanasia
A720730,Adoption
A690854,Return to Owner
A757540,Transfer
A730864,Return to Owner
A674479,Transfer
A660256,Return to Owner
A663411,Return to Owner
A748471,Adoption
A678151,Adoption
A668260,Transfer
A694015,Transfer
A675783,Transfer
A690375,Adoption
A689315,Transfer
A673506,Euthanasia
A679525,Euthanasia
A707626,Adoption
A715264,Euthanasia
A681014,Transfer
A729285,Transfer
A759848,Transfer
A739766,Adoption
A666773,Euthanasia
A739528,Return to Owner
A722842,Return to Owner
A734863,Transfer
A734943,Adoption
A570786,Return to Owner
A714975,Adoption
A697832,Transfer
A711485,Return to Owner
A659680,Transfer
A707420,Transfer
A695495,Transfer
A685711,Adoption
A724198,Adoption
A695296,Adoption
A700620,Adoption
A713862,Euthanasia
A765877,Transfer
A762436,Adoption
A705201,Adoption
A695631,Transfer
A731169,Transfer
A748924,Transfer
A740001,Adoption
A758811,Return to Owner
A714877,Transfer
A719160,Transfer
A692640,Euthanasia
A662463,Transfer
A732247,Transfer
A682120,Transfer
A707495,Transfer
A673345,Transfer
A746050,Adoption
A690657,Return to Owner
A755505,Transfer
A659644,Return to Owner
A702091,Adoption
A741425,Transfer
A732232,Transfer
A615155,Return to Owner
A685964,Adoption
A735417,Transfer
A737852,Return to Owner
A698767,Return to Owner
A757670,Euthanasia
A748276,Adoption
A693679,Return to Owner
A664021,Adoption
A698778,Transfer
A697648,Adoption
A742463,Adoption
A689145,Adoption
A681703,Transfer
A744491,Return to Owner
A662200,Adoption
A762414,Euthanasia
A712180,Transfer
A704528,Adoption
A737672,Adoption
A679758,Adoption
A665411,Return to Owner
A623092,Adoption
A753379,Euthanasia
A715175,Adoption
A683828,Adoption
A744933,Euthanasia
A676309,Transfer
A737339,Adoption
A753133,Adoption
A748056,Adoption
A765458,Adoption
A762963,Return to Owner
A694588,Transfer
A753909,Adoption
A285685,Return to Owner
A679827,Adoption
A690411,Transfer
A670841,Adoption
A668238,Adoption
A674383,Adoption
A710942,Transfer
A708498,Died
A764996,Return to Owner
A729142,Return to Owner
A694878,Transfer
A734811,Transfer
A666364,Return to Owner
A706695,Euthanasia
A679130,Transfer
A748204,Adoption
A734614,Adoption
A683881,Transfer
A712701,Adoption
A686938,Transfer
A700245,Adoption
A705085,Return to Owner
A689600,Adoption
A679815,Transfer
A714130,Adoption
A702358,Transfer
A746759,Euthanasia
A719963,Adoption
A703080,Transfer
A668538,Adoption
A684823,Transfer
A751895,Adoption
A743331,Euthanasia
A720173,Transfer
A754338,Transfer
A754763,Adoption
A698388,Transfer
A740215,Transfer
A749992,Transfer
A734601,Transfer
A682294,Transfer
A739038,Transfer
A679552,Return to Owner
A738444,Adoption
A729557,Adoption
A752931,Adoption
A702117,Adoption
A710766,Euthanasia
A719102,Adoption
A735074,Return to Owner
A664979,Return to Owner
A721663,Euthanasia
A728322,Adoption
A754133,Adoption
A705283,Transfer
A736950,Adoption
A689572,Transfer
A671446,Transfer
A721784,Transfer
A711540,Adoption
A703103,Adoption
A757374,Transfer
A757562,Transfer
A681525,Transfer
A753728,Adoption
A748526,Adoption
A725515,Adoption
A676021,Transfer
A753167,Adoption
A710480,Died
A729705,Adoption
A728205,Adoption
A682558,Transfer
A756017,Adoption
A727937,Adoption
A695228,Adoption
A676358,Adoption
A677013,Transfer
A462580,Return to Owner
A681295,Transfer
A682201,Euthanasia
A700883,Transfer
A730720,Adoption
A759713,Adoption
A707710,Adoption
A717060,Adoption
A749794,Transfer
A701740,Adoption
A691428,Transfer
A672822,Adoption
A695571,Return to Owner
A690574,Return to Owner
A700269,Euthanasia
A700453,Transfer
A730144,Adoption
A709960,Adoption
A755656,Transfer
A697912,Return to Owner
A676429,Adoption
A680939,Transfer
A729344,Transfer
A736746,Transfer
A726233,Adoption
A725667,Adoption
A688069,Transfer
A589595,Return to Owner
A697182,Transfer
A683356,Transfer
A487470,Euthanasia
A703745,Return to Owner
A698718,Transfer
A703430,Transfer
A660753,Adoption
A680755,Adoption
A652722,Return to Owner
A683997,Euthanasia
A735301,Euthanasia
A610613,Return to Owner
A761742,Adoption
A732469,Transfer
A751464,Adoption
A727825,Transfer
A748742,Adoption
A719252,Transfer
A672131,Adoption
A703060,Transfer
A757627,Return to Owner
A736192,Transfer
A741405,Return to Owner
A762313,Transfer
A715696,Transfer
A576973,Return to Owner
A761961,Adoption
A693931,Transfer
A686203,Transfer
A664293,Transfer
A742256,Euthanasia
A701684,Adoption
A702138,Adoption
A760400,Adoption
A760863,Adoption
A672861,Euthanasia
A371000,Adoption
A618687,Euthanasia
A668493,Euthanasia
A724483,Return to Owner
A656891,Adoption
A713099,Transfer
A586222,Transfer
A693400,Return to Owner
A700574,Adoption
A714001,Adoption
A757798,Transfer
A677290,Transfer
A707207,Transfer
A680624,Adoption
A715322,Return to Owner
A649149,Return to Owner
A680441,Adoption
A665690,Transfer
A671370,Transfer
A706749,Transfer
A730504,Adoption
A696597,Transfer
A705057,Transfer
A681178,Transfer
A701229,Adoption
A664881,Adoption
A699679,Adoption
A682064,Transfer
A710956,Adoption
A711020,Transfer
A759120,Adoption
A565366,Transfer
A669228,Transfer
A742746,Adoption
A703649,Adoption
A727731,Adoption
A668049,Euthanasia
A718879,Transfer
A717751,Return to Owner
A748291,Transfer
A703401,Adoption
A727824,Transfer
A762149,Euthanasia
A746725,Euthanasia
A685017,Adoption
A746101,Return to Owner
A692828,Adoption
A753262,Adoption
A710579,Transfer
A733458,Transfer
A725539,Transfer
A760648,Adoption
A707016,Transfer
A698023,Adoption
A669832,Transfer
A667631,Transfer
A740267,Adoption
A698295,Adoption
A680634,Adoption
A703893,Transfer
A704485,Adoption
A736802,Transfer
A672862,Transfer
A693925,Adoption
A741729,Return to Owner
A723206,Adoption
A675064,Transfer
A658467,Transfer
A753163,Adoption
A715209,Adoption
A693847,Transfer
A752403,Transfer
A739779,Euthanasia
A669883,Adoption
A703573,Adoption
A708420,Adoption
A737871,Transfer
A667633,Transfer
A668824,Transfer
A675140,Return to Owner
A612598,Return to Owner
A754315,Transfer
A700103,Adoption
A716086,Adoption
A715112,Return to Owner
A677712,Transfer
A690085,Transfer
A702408,Adoption
A665173,Adoption
A752298,Adoption
A726249,Adoption
A708854,Adoption
A704432,Transfer
A729858,Transfer
A741855,Adoption
A674338,Euthanasia
A693409,Transfer
A715229,Transfer
A690950,Adoption
A693578,Adoption
A679230,Transfer
A762757,Adoption
A728762,Adoption
A713925,Transfer
A720906,Adoption
A746548,Adoption
A727466,Transfer
A732467,Return to Owner
A665908,Return to Owner
A755833,Transfer
